PWK	C57	AJ	129	WSB	CAS	NZO	NOD
Eif4g1	0.87	1.08	1.04	-0.23	0.92	0.98	0.9	0.91
Prkag1	1.03	0.95	0.98	-0.02	1.07	1.14	0.86	1.02
Rbbp6	1.02	0.95	0.88	-0.17	0.98	1.04	0.84	0.98
Psmd13	1.03	0.95	1.12	-0.02	1.1	1.02	1	0.89
Jup	0.93	1.08	0.96	-0.14	1.12	1.03	0.79	0.96
Cisd1	1	0.95	1.21	0.28	0.97	0.91	1.43	0.95
Smarcd3	0.96	1.08	0.92	-0.05	1.09	1.08	1	0.99
Hsp90b1	1.14	0.95	1	0.05	0.71	0.78	0.99	0.78
H1fx	0.86	1.08	0.83	-0.3	0.91	0.86	0.91	1.03
Aqr	1.03	1.08	0.93	-0.06	0.96	1.19	0.93	1.04
Tecr	1.06	1.08	0.95	-0.09	1.01	0.97	0.81	1.04
Clip1	0.76	0.95	1.02	-0.38	1.01	0.96	1.07	0.89
Sltm	0.95	1.08	0.86	-0.25	1.06	1.13	0.83	1.02
Cnot10	0.99	1.08	1	-0.06	0.92	0.84	0.89	0.98
Col6a2	0.99	0.95	0.9	0	0.97	0.98	0.86	0.95
Hspb1	1.11	1.08	1.12	-0.28	0.86	1.05	1.39	1.24
Dnajc25	1.03	1.08	1.07	0.1	1.09	1.02	0.95	1.03
Nfic	0.94	1.08	0.88	-0.25	1.04	1.05	0.82	0.91
Lpp	1.08	0.95	1	-0.2	1.08	0.95	1.07	1
Lrrc1	0.88	0.95	1.06	-0.14	0.96	0.95	1.07	0.97
Vcl	0.95	1.08	1	-0.09	1.09	1.07	0.88	0.96
Brix1	1.11	0.95	0.88	-0.09	1.04	1.23	1.04	0.99
Ampd3	1	0.95	0.89	-0.04	0.99	1.04	0.93	1.06
Nfix	0.86	1.08	0.85	-0.73	0.9	1.08	0.65	0.83
Aqp1	0.93	1.08	1.02	-0.15	1.1	0.83	0.81	1.01
Sept2	0.98	0.95	0.9	0	0.94	0.97	0.98	1.04
Ola1	1.17	1.08	0.94	-0.01	1.01	1.16	0.79	1.03
Rps21	0.95	0.95	0.98	-0.04	0.93	0.83	1.14	0.98
Aifm1	1.05	0.95	1.07	-0.07	1	0.95	0.95	1
Oxa1l	0.97	0.95	1.07	-0.03	1.04	1.02	1.08	1.08
Oard1	0.87	0.95	1.03	-0.22	0.9	0.95	0.84	0.98
Csnk1d	1.01	1.08	1	-0.18	0.97	1.02	1	1.01
Prps1l3	0.97	0.95	0.99	-0.4	0.9	0.82	0.93	1.07
Ssr3	1.03	0.95	1.09	-0.15	1.05	0.99	0.96	0.95
Ddx5	0.94	1.08	0.91	-0.23	1.04	1.03	0.86	0.99
Cstf3	0.94	1.08	0.98	-0.13	1.1	0.99	0.86	1
Naa35	1.09	0.95	1.01	-0.04	0.98	0.99	1.03	1.07
Rmdn3	0.94	0.95	1.13	0.04	0.98	0.92	1.11	0.92
Nosip	0.85	0.95	0.77	-0.1	0.91	0.87	0.77	1.16
Sorbs2	1.07	1.08	1	0.06	1	1.13	1.04	1.05
Dnaja3	1.14	1.08	1.16	0.12	1	1.16	1.12	1.1
Mlip.1	0.99	1.08	0.92	-0.06	1.05	1.05	0.92	0.99
Serpinc1	0.87	1.08	1.49	-0.18	0.93	0.97	1	1.03
Snrpd2	0.97	1.08	0.91	-0.24	1.06	1.09	0.95	1.01
Rbbp4	0.92	0.95	0.88	-0.16	1.01	1.09	0.87	0.95
Rpl35	0.95	1.08	1.06	-0.08	1.03	1	1.07	0.92
Ddx46	0.92	1.08	0.89	-0.14	0.93	1.08	0.86	1.06
Psma1	0.97	0.95	1.02	-0.17	1.04	0.99	1.07	0.88
Tra2b	0.97	1.08	1	-0.2	0.98	0.99	0.96	0.95
Cyc1	1.16	0.96	1.47	0.58	1.01	0.83	1.8	0.88
Cul2	0.92	0.96	1.21	0.02	1.15	0.92	0.99	0.98
Ccdc127	0.95	0.96	1.18	-0.05	1	1.01	0.86	0.97
Cpsf1	1.08	0.96	1.25	0.16	1.04	1.03	1.22	0.96
Echdc2	1.02	0.96	1.07	0.11	1	1.07	0.94	1.04
Snx18	1.01	0.96	0.98	-0.1	0.74	0.78	0.96	1
Sorbs1.1	0.97	1.08	0.91	-0.17	1.15	1.14	0.95	0.92
Mrpl45	1.06	0.96	1.03	0.14	0.89	1.05	0.96	1.02
Myl12a	1.06	1.08	0.96	0.09	0.9	0.97	1.09	0.95
Ap2b1	1	0.96	1.04	-0.13	0.95	0.96	0.98	0.93
Yme1l1	0.94	1.08	1.19	-0.08	1.03	1.11	1.19	0.96
Hnrnph2	0.97	1.08	0.93	-0.23	1.03	0.97	0.91	1.01
Snrpb2	0.98	1.08	0.92	-0.3	1.02	1.06	0.88	0.99
Cacna2d1	1.16	1.08	1.12	0.13	0.93	0.82	1.49	0.97
Seh1l	0.92	1.08	0.9	-0.19	0.94	1.11	0.92	0.98
Hp1bp3	0.9	1.08	0.85	-0.28	0.99	1.02	0.8	0.94
Itih5	0.92	0.96	0.97	-0.03	0.96	0.81	0.81	0.94
Esrra	0.98	0.96	0.98	0.4	1.07	1.01	1.05	1.09
Celf2	0.94	0.96	1.01	-0.18	1.04	1.02	0.89	0.99
Arhgap5	1	1.08	1.2	-0.05	0.88	1	0.87	1.01
Tpm3	1.21	1.08	1.1	0.1	0.85	1.04	1.25	1.12
Sorbs1.2	0.9	1.08	0.95	-0.09	1.05	1.09	0.88	0.89
Pa2g4	0.99	1.08	1.01	-0.02	1.01	0.99	1.06	1.01
Fabp4	1.11	1.08	1.09	0.15	1	0.9	1	1.51
Taok1	0.98	1.08	1.1	0.05	0.98	1.03	0.97	1.03
Col5a2	0.98	0.96	0.8	0.02	0.8	0.8	0.75	1.11
Ano10	1.13	0.96	1.02	0.27	1.05	1.06	0.91	0.97
Rps15	0.98	0.96	1	-0.08	0.97	0.88	1.1	0.95
Adipoq	1.06	0.96	1.04	0.02	0.83	0.93	1	1.2
Engase	1	0.96	0.91	0.05	0.94	0.96	0.92	1.04
Alb	0.9	0.96	1.02	0.08	0.91	0.77	0.87	1.14
Fhod3	0.96	1.08	0.95	-0.12	1.12	0.95	0.77	0.94
Mau2	0.78	1.08	1.06	-0.4	1.08	1	0.8	0.88
Arpc5	1.04	0.96	1.01	0.4	0.87	0.88	1.11	0.98
Emilin1	1.01	0.96	0.88	-0.04	0.82	0.96	0.97	0.99
Otud4	0.95	0.96	0.97	-0.11	1.04	0.87	0.87	1.01
Atp5j	1.2	0.96	1.24	0.69	0.92	0.91	2.92	0.92
Dcaf7	1.01	1.08	1.12	0.08	0.96	1.03	1.01	1
Rbm10	0.95	0.96	0.83	0.12	0.96	0.98	0.92	1.03
Stau1	1.02	0.96	1.05	-0.1	1.01	1.04	0.9	0.99
Apex1	0.94	0.96	0.84	-0.31	0.96	0.97	0.77	0.95
Mecr	1.02	1.08	1.08	0.15	0.98	0.98	1	1.02
Stau2	0.99	0.96	1.11	-0.03	1.02	1.07	0.91	1.01
Vwa5a	1.08	0.96	0.94	0.26	0.95	1.02	0.87	1
Gpx7	1.14	0.96	0.81	0.37	0.95	0.85	1.41	1.07
Tomm40	1	0.96	1.27	0.39	1.03	0.93	1.47	0.91
Tmem88	0.93	1.08	0.94	-0.09	1.04	0.99	1.01	1.05
Klhl41	1	0.96	1.12	0.02	1.09	1.02	1.34	1.02
Srsf1	1.06	1.08	1.05	-0.14	0.99	0.96	1.11	1.05
Dhrs7c	0.97	1.08	0.94	-0.09	1.16	1.25	1.04	0.93
Eif4b	0.87	0.96	1.03	-0.16	0.87	0.99	1.17	0.98
Got1	0.98	1.07	0.95	0.11	0.97	0.93	0.94	1.32
Eln	1.22	0.96	0.89	0.17	0.86	0.87	0.9	1.42
Auh	1.07	0.96	1.1	0.1	0.98	1.16	0.98	1.04
Hist1h1e	0.94	1.07	0.82	-0.3	1.04	1.07	0.8	0.91
Dctn1	0.94	1.07	0.98	-0.08	1.01	1.01	1.07	0.96
Ndufaf4	1.11	0.96	1.28	0.18	0.93	0.93	1.08	1.02
Maob	1.07	0.96	1.22	0.26	0.96	0.99	0.81	1.01
Pkp4	0.94	1.07	0.96	-0.14	1.04	1	0.81	1.02
Ostc	0.89	1.07	0.77	-0.15	1.03	1.04	0.9	0.96
Shmt2	1.09	1.07	1.05	0.06	1	1.11	0.97	1.14
Tpm3.1	1.27	0.96	1.02	0.13	0.84	1.05	1.28	1.2
Mrpl12	1.23	0.96	1.1	0.21	0.98	0.96	1.37	1.04
Fus	0.93	0.96	0.85	-0.29	0.96	0.95	0.82	1.04
Ddx39b	0.91	1.07	0.87	-0.17	1.1	1.01	0.83	0.96
Tomm70	0.99	0.96	1.07	0.11	0.89	0.93	1.06	1.04
Uqcrq	1.17	0.96	1.52	0.55	1.04	0.85	1.95	0.86
Gsk3b	0.98	0.96	0.97	-0.01	1.09	0.95	0.93	1.02
Map2k4	1.12	1.07	1.01	0.15	1.03	0.96	1.01	1.02
Srp72	0.98	0.96	1.05	0.01	0.9	0.87	1.02	1.09
Timm13	1.13	0.96	0.96	0.24	1.1	0.95	0.98	1.01
Tpm3.2	1.25	1.07	1.02	0.33	0.78	0.98	1.2	1.28
Pgm5	1.02	1.07	1.12	-0.02	1.14	1.01	1.2	1.02
Snrpe	0.98	1.07	1.01	-0.13	1.05	1.12	0.96	0.99
Pex16	0.84	1.07	1.12	-0.05	1.02	0.92	1.15	1.05
Col5a3	0.89	0.96	1	-0.06	0.99	0.95	0.81	1.12
Col1a2	1	0.96	0.91	-0.06	0.77	0.78	0.65	1.16
Prpf3	0.96	0.96	0.88	-0.04	0.89	0.99	0.95	1.04
Coq10b	1.08	0.96	0.9	0.34	0.93	1.1	0.83	1.18
Cmas	0.93	1.07	0.85	-0.3	1	1.09	0.88	0.93
Crat	1.05	0.96	1.03	0.18	1.03	0.94	0.79	1.05
Podxl	0.98	1.07	1	-0.09	0.99	1.01	1	1.01
Cyb5r1	1.17	0.96	1.12	0.49	0.97	0.98	1.59	0.92
Hacd1	0.92	1.07	0.97	-0.1	1.1	0.98	0.87	1.15
Eif3g	1.03	0.96	1.12	-0.1	0.98	0.92	1.07	0.96
Rbm17	1.05	1.07	0.87	-0.15	0.98	1.1	0.94	1.05
Pcbp1	1.04	1.07	0.99	-0.12	1.05	0.95	0.95	1.04
Rxrb	1.27	0.96	0.98	-0.11	1.16	1.13	1.08	1
Tbc1d10b	1.05	0.96	0.99	0	0.93	0.99	0.88	1.04
Zfp638	0.9	1.07	0.86	-0.12	1.02	0.97	0.84	0.99
Rps28	1.1	0.96	1.05	-0.06	1.01	0.88	1.01	0.96
Cct4	1.01	0.96	0.95	-0.14	0.9	0.89	1.08	1
Emc2	1.08	1.07	1.01	-0.05	1.1	1	1.06	1.01
Hbb.b2	1.51	0.96	2.22	1.08	1.03	0.92	0.6	1.11
Ghitm	1.07	0.96	1.02	0.07	0.96	1.03	1.03	1.12
Trip12	1	1.07	0.84	-0.06	0.97	1.08	0.97	0.85
Nfs1	1.01	1.07	1.06	-0.07	0.99	1.16	0.97	0.98
Sap18	0.93	1.07	0.89	-0.23	0.98	1.09	0.86	0.99
Pigt	1	1.07	1.35	-0.06	1.15	1.13	1.02	1.05
Chd4	0.94	1.07	0.83	-0.17	1	1.08	0.91	0.94
Col6a1	0.97	0.96	0.9	-0.02	0.96	0.97	0.86	0.95
Limch1	1.04	1.07	0.99	-0.06	0.92	1.03	0.9	1.05
Ubap2l	0.99	0.96	1.04	-0.11	0.97	0.89	1.01	1.03
Cfh	1.39	1.07	0.99	0.34	1.19	1.77	1.37	1.1
Pkp2	0.86	1.07	0.99	-0.14	1.1	1.08	0.84	0.91
Yy1	0.92	1.07	0.84	-0.22	1.01	1.01	0.88	0.96
Ruvbl1	0.93	1.07	0.88	-0.21	1.01	1.11	0.9	0.92
Actc1	0.98	1.07	1	0	1.16	1.05	0.97	0.96
Ldha	1.18	1.07	1.01	0.2	0.85	0.8	0.96	1.09
Mrpl55	1.29	0.96	1.15	0.17	0.97	0.94	1.17	1
Qars	0.99	0.96	0.91	-0.03	1.05	1.02	0.93	0.94
Myom2	0.95	1.07	1.05	-0.02	1.06	1.18	0.82	1
Vwa1	1.04	1.07	1.1	0.19	1.05	1.11	1.11	1.03
Glyr1	0.97	1.07	0.87	-0.17	0.99	1.01	0.88	0.98
Tcp1	1.06	0.96	0.95	-0.15	0.92	0.91	1.09	0.95
Set	0.91	0.96	0.93	-0.06	0.92	0.88	1.08	0.95
Flnc	0.97	1.07	1	-0.03	1.07	1.04	1.09	1
Lemd3	0.94	0.96	1.19	-0.18	0.75	0.85	0.93	0.96
Xpnpep3	1.01	0.96	0.98	0.02	1.02	0.96	0.92	1.03
Atp6v1c1	0.86	1.07	1.17	-0.21	0.98	1.02	1	0.87
Psmd6	0.96	0.96	0.98	-0.16	1.03	1.03	1.06	0.87
Phb2	1.18	0.96	1.13	0.07	0.93	0.98	1.31	1.12
Srsf10	0.94	1.07	0.95	-0.16	1.05	1.01	0.96	1.01
Zmynd8	1.54	0.96	0.98	-0.04	0.99	0.88	0.8	1.06
Slc9a3r2	0.98	1.07	0.92	-0.11	1.05	1.02	0.92	1.02
Rpl15	0.95	1.07	0.97	-0.11	1	0.98	0.98	0.98
Gng12	0.98	0.96	1.18	0.04	0.87	0.93	1.17	1.03
Poldip3	1	1.07	0.88	-0.3	1.01	1.03	0.98	0.9
Hsp90ab1	1.04	1.07	1.05	0.02	0.95	0.87	1.23	0.89
Bcap29	0.95	1.07	0.92	0.05	1.02	0.95	0.91	0.98
Cpsf3	0.9	1.07	0.85	-0.03	1.02	0.99	0.97	0.97
Rack1	1.04	1.07	1.25	0.13	1.01	0.79	1.14	1.01
Abi3bp	0.95	1.07	1.02	0.01	0.89	0.85	0.87	1.18
Cdc73	0.86	1.07	0.86	-0.09	1	1.02	0.9	0.94
Gyg	1.16	0.96	1.11	0.3	1.22	0.79	1.28	0.83
Lipt1	1.07	0.96	0.93	0.04	1.11	1.06	1.04	0.98
Rpl13	0.97	1.07	0.98	-0.11	1.05	0.97	1.02	0.95
Uqcrc2	1.15	0.96	1.49	0.56	1.01	0.83	1.86	0.85
Mybbp1a	0.94	1.07	0.87	-0.2	1.05	1.18	0.91	0.92
Lpl	0.96	0.96	1.07	-0.14	0.96	0.95	0.97	0.88
Cwc15	0.93	1.07	0.95	-0.19	1.05	1.09	0.82	0.98
Cs	1.13	1.07	1.11	0.74	1.08	0.67	1.06	0.73
Ppif	1.24	1.07	1.28	0.86	1.21	0.57	0.82	0.94
Dlat	1.15	0.96	1.29	0.33	0.98	0.93	1.78	0.94
Snrpa1	0.93	1.07	0.9	-0.17	1	1.08	0.92	0.99
Mical3	1.05	1.07	1.06	0.34	1.04	1.03	1.35	0.95
CEFIP	0.88	0.96	0.99	-0.18	1.04	0.98	1	0.94
Rpl31	0.97	1.07	0.98	-0.1	0.99	0.98	1.03	0.96
Fh	1.13	1.07	0.92	0.24	0.88	0.8	0.98	1.29
Nop16	0.85	0.96	0.89	-0.2	0.87	1.02	0.87	0.91
Matr3	0.98	1.07	0.9	-0.25	1.05	1.03	0.86	1.01
Epb41	1.1	1.07	1.03	0.03	0.88	0.94	0.98	1.19
Psmd3	0.99	0.96	0.92	-0.1	1.06	0.91	1.05	0.92
Emc1	1	1.07	1.04	-0.01	1.05	1	0.94	0.98
Eif3c	1	0.96	1.04	-0.05	0.89	0.87	1.02	1
Dock1	1.02	0.96	0.92	0.04	0.97	1.09	0.97	0.99
Ank2.2	1.07	1.07	1.05	-0.13	1.04	1.07	0.74	1.01
Acbd5	0.89	1.07	1.05	-0.1	1.24	1.1	0.82	0.96
Uqcrb	1.18	0.97	1.64	0.62	1.05	0.82	2.25	0.84
Xirp1	1.03	1.07	1.08	0.03	1.05	1.13	1.59	0.99
Puf60	1	0.97	0.92	-0.06	1.02	1.02	0.94	1
Sh2d4a	0.86	0.97	0.92	0.24	1.32	1.09	1.08	1.07
Actr3	1.14	0.97	0.99	0.26	0.95	0.93	1.08	0.96
Ctsd	1.02	1.07	1.15	0.07	0.94	1.19	1.13	1.02
Mrpl49	1.14	0.97	1.02	0.2	0.89	1.02	1.13	1.13
Rbm8a	0.93	0.97	0.96	-0.21	1.03	1.05	0.99	1.02
Banf1	0.91	1.07	0.82	-0.13	0.99	1.07	0.99	1.1
Chmp1b1	1.03	0.97	0.88	0.19	0.94	0.95	0.99	0.97
Arid1a	0.95	1.07	0.93	-0.27	1.06	1.03	0.89	0.89
Gm20425	0.95	0.97	1.06	-0.09	0.89	1.04	0.92	1.03
Clic4	1.1	1.07	0.95	0.22	1.01	0.99	1.04	1.04
Syne2	0.99	1.07	0.93	-0.08	0.96	1.05	0.83	0.99
Acot2	1.03	0.97	0.95	0.19	0.98	0.82	0.97	1.35
Cmya5.1	0.85	1.07	0.82	0.32	1.08	0.96	1.24	0.97
Wars2	0.97	0.97	1.01	0.3	0.93	1.23	1	1.07
Myl9	1.11	1.07	0.91	0.13	0.85	0.82	1	0.91
Gsk3a	1.19	0.97	1.07	0.05	1.13	1.02	0.86	0.99
Tgm2	1.02	0.97	0.97	0.13	0.87	1.01	1.03	1.05
Nup58	0.91	0.97	1.1	-0.11	1.01	1.03	0.89	1.02
Mfap4	1.09	0.97	1.04	-0.08	0.66	0.61	0.91	1.13
Ctnna3	0.94	1.07	0.98	-0.14	1.11	1.04	0.71	0.97
Ech1	1.15	1.07	1.07	0.03	0.92	0.74	0.97	1.12
Fubp1	0.9	0.97	0.94	-0.09	1.06	0.93	0.85	0.96
NA..2	0.95	0.97	1	-0.34	1.1	1.1	0.9	1.05
Snf8	1.06	0.97	0.99	-0.09	1.01	0.94	0.63	0.95
Actn1	1.06	0.97	1.03	0.01	0.99	0.93	1.03	1.08
Ap2m1	1.06	0.97	1	-0.1	0.94	1.01	1.01	0.98
Rpl14	0.98	1.07	1.04	-0.17	1.04	0.99	0.92	0.95
Pex11b	0.99	1.07	1.07	0	1.12	1.01	0.9	0.98
Hist1h1c	0.88	1.07	0.81	-0.44	1.02	1.04	0.82	0.94
Slc25a20	1.19	1.07	1.39	0.56	1.05	0.89	1.45	1.04
H2afx	0.86	1.07	0.79	-0.48	0.98	0.98	0.86	0.97
Tnks1bp1	0.97	0.97	0.9	-0.05	0.99	0.92	0.92	0.94
Mtif3	1.13	0.97	1.03	0.07	1.16	0.9	1.05	0.97
Cul1	1	1.07	1.03	0.01	1.04	0.95	1.08	1.03
Syn1	1.01	0.97	0.97	-0.07	0.99	1.01	0.7	1.06
Snx9	1.02	0.97	0.98	0.01	0.93	0.91	0.96	1.01
Hnrnpk	0.93	0.97	0.9	-0.29	1.05	0.98	0.84	0.99
Gm11361	0.98	0.97	1.06	-0.08	0.96	0.9	1.06	0.97
Vps13d	1	0.97	1.07	-0.04	0.95	0.96	0.95	1.01
Pin4	0.98	0.97	0.93	-0.05	1.02	0.95	0.94	1.05
Sec22b	0.99	0.97	1.11	0.05	0.96	1.12	1.05	0.98
Bcl7b	0.93	0.97	0.91	-0.01	1.04	1.03	0.97	0.99
Tbrg4	0.93	1.07	1.17	0.01	0.93	1.02	0.94	1.05
Wdr37	1.03	1.07	0.91	0.05	0.89	0.97	0.94	1.02
Ahctf1	0.98	1.07	0.92	0.01	0.99	1.02	0.87	0.95
Speg	0.95	1.07	1	-0.06	1.07	1.03	0.83	0.99
Lrrc2	0.91	0.97	1.03	0	1.17	0.89	0.99	1.02
Mrps2	1.21	0.97	1.25	0.02	0.98	1.02	0.88	1
Scaf11	0.99	1.07	0.98	-0.14	1.17	1.09	0.86	0.97
Sf3a2	0.95	1.07	0.89	-0.12	1.01	1.11	1.01	1.01
Smc1a	0.96	1.07	0.88	-0.23	1	1.04	0.87	0.95
Cdc42bpb	1.01	0.97	0.88	-0.02	0.93	1.01	0.9	1.05
Steap3	0.97	0.97	0.98	-0.06	0.99	1.06	0.93	0.99
Pbrm1	0.97	0.97	0.85	-0.1	0.97	1.02	0.91	0.77
Saraf	0.91	1.07	0.97	0.18	1.01	0.92	1.19	0.86
Mrpl37	1.1	0.97	1.1	0.16	0.97	1	1.06	1.05
H2afy	0.89	1.06	0.87	-0.32	1.01	1.16	0.83	0.89
Emd	0.98	1.06	1.1	-0.07	0.89	1.09	1.15	1.02
Sco2	1.13	0.97	1.12	0.16	0.94	0.95	1.19	0.99
Clpx	1.27	1.06	0.96	-0.1	0.97	0.95	0.77	1.23
Sptan1	0.92	1.06	0.9	-0.19	1.03	1.08	0.74	1
Sec13	1.01	1.06	0.94	-0.09	1.02	1.05	1	0.96
Apex1.1	0.92	1.06	0.9	-0.72	0.89	1.08	0.66	1.06
Vps13c	1.03	1.06	1.1	-0.09	1.08	0.98	0.74	1
Hist2h2bb	0.97	1.06	0.72	-0.17	1.17	1.27	0.7	0.95
Nomo1	1.04	0.97	1.06	0.23	0.98	1.01	0.97	1.05
Cap2	0.93	1.06	1.07	0.01	0.99	1.06	1.15	1.07
Ash2l	1	1.06	1.05	-0.2	1.08	0.99	0.86	1.14
Rpl18	0.99	1.06	1.04	-0.09	1.03	1	0.96	0.98
Atp6v1a	0.91	0.97	1.12	0.05	1.22	0.96	1.13	0.82
Arhgef12	0.96	0.97	0.92	0	0.98	1	0.91	1.01
Rps19	0.97	0.97	1.06	-0.09	0.99	0.89	1.05	0.99
Smtn	1.03	0.97	1.04	-0.07	0.92	1	0.91	1.07
Sorbs1.3	0.97	0.97	0.98	0.02	1.1	0.98	0.91	0.96
Ndufb6	1.09	0.97	1.37	0.47	1.04	0.89	1.64	0.84
Ctcf	0.89	1.06	0.82	-0.33	1.07	1.05	0.86	0.93
Aldh3a2	1	0.97	1.04	0.02	0.91	0.98	1.01	0.99
Pdhx	1.1	0.97	1.23	0.39	0.96	0.94	1.84	0.9
Crnkl1	0.89	0.97	1.15	-0.05	1.01	1.15	0.84	1.01
Tanc1	1.06	0.97	0.97	-0.08	0.86	0.84	0.75	1.03
Acin1	0.91	1.06	0.95	-0.3	1.01	1.08	0.84	0.98
Kank2	1	0.97	0.99	-0.07	0.95	0.97	0.94	1.04
Itih2	0.96	0.97	0.9	-0.16	0.93	0.95	1.02	1.05
Smarce1	0.92	1.06	0.89	-0.17	1.04	1.08	0.87	0.96
Gm29609	0.83	0.97	0.99	-0.02	0.96	1.01	0.88	0.98
Rpl34	0.96	1.06	0.96	-0.06	1.03	0.98	0.93	0.99
Ogn	1.08	0.97	1.13	-0.09	0.71	0.72	0.98	1.09
Jcad	1.13	0.97	0.99	-0.1	0.86	0.97	0.82	1.01
Arpc1a	1.1	0.97	1.04	0.16	1.1	0.9	1.08	0.93
Eif2s3x	0.98	1.06	0.97	-0.13	0.87	1.05	1.01	1
Crocc	0.81	1.06	0.93	0.05	1.46	1.05	0.77	0.91
Maoa	1.02	0.97	0.97	-0.03	0.97	0.92	0.97	0.98
Arhgef7	1.13	0.97	0.95	-0.07	0.83	0.98	0.96	1.1
Nup85	0.95	1.06	0.99	0.04	1.2	1.12	0.74	1.01
Actr10	0.98	1.06	0.92	-0.18	1.05	1.06	1.03	1
Rbbp7	0.92	1.06	0.85	-0.23	1.02	1.12	0.82	0.92
Plpp3	0.76	0.97	1.02	-0.09	1.1	1.03	0.9	0.85
Mrps36	1.15	0.97	1.27	0.35	1	0.87	1.61	0.9
Mrpl43	1.25	0.97	1.14	0.24	0.86	0.97	1.18	1.07
Ccser2	0.89	1.06	0.9	0.06	1.06	0.81	0.99	0.96
Sptbn1	0.96	1.06	0.97	-0.08	1.02	1	0.84	1
Rps24	0.97	0.97	1	-0.11	0.95	0.92	0.97	0.99
Trip10	1.04	1.06	1.05	-0.05	0.91	0.96	0.87	1.26
Lrrc59	1.04	0.97	0.96	-0.02	0.95	1.07	0.97	0.95
Rps10	0.96	0.97	1.03	-0.11	0.96	0.93	1.03	1.03
Vapa	0.95	1.06	1.02	-0.04	1.05	1.03	1	0.95
Chchd3	0.98	0.97	1.05	0.03	1.01	1.02	1.04	0.98
Sacm1l	1.14	1.06	1.04	-0.13	0.82	1.2	1	1.08
Ddx23	1.03	1.06	0.95	-0.07	1.06	1.07	0.96	1.07
Pdia3	1.07	1.06	0.96	0.04	0.92	1	1.14	0.82
Samhd1	1.1	0.97	1.2	-0.02	0.94	1.09	1.02	1.15
Sorbs2.1	0.95	1.06	0.98	-0.03	1.08	1.08	1.13	0.96
Pdcd10	1.15	1.06	1.24	-0.11	1.23	1.15	0.95	0.95
Actl6a	0.95	0.97	0.9	-0.03	1.03	1.1	0.92	0.92
Syk	1.01	0.97	1	0.27	0.92	1.01	1.06	1.01
Pdlim5.1	1	0.97	0.87	0.1	1.03	1.06	1.03	0.99
Lmod3	0.93	1.06	1.06	-0.15	1.17	1.01	0.95	1.02
Eef1b	1.03	0.97	0.91	-0.04	0.99	1.1	0.95	0.96
Eef2	1.04	0.97	0.95	-0.13	0.98	0.97	0.93	1.04
Asph.1	1	1.06	1.01	-0.1	0.98	1	1.14	1.02
Zhx3	0.93	1.06	0.98	0.16	0.86	0.99	0.89	0.95
Fermt3	1.22	1.06	1	0.79	0.64	0.97	0.93	1.05
Itgb1	1.03	1.06	1.01	-0.01	1	0.97	1.22	1.12
Brd3	1.29	0.97	0.93	-0.26	1.02	0.87	0.93	1.15
Eloa	1.01	0.97	0.96	0.01	1.05	1.06	0.96	0.96
Dync1h1	0.97	1.06	0.95	0.02	1.06	1.06	0.92	1
Dync1li1	0.96	1.06	0.96	0.04	1.07	1.09	0.99	1
Rplp2	0.92	1.06	1	-0.08	0.99	1.01	1.06	0.96
Ralgapa1	0.99	1.06	1.05	0.47	1.14	0.98	0.77	1.01
Chmp2a	0.99	0.97	0.96	0.18	1.02	0.89	0.98	0.91
Mrps35	1.32	0.97	1.16	0.13	0.92	1.08	1.04	1.05
Lbr	0.93	1.06	0.89	-0.24	1.03	1.03	0.75	0.94
Coro6	0.95	1.06	1.05	0.16	1.15	1.15	1.11	0.97
Cdc5l	0.97	1.06	0.91	-0.17	0.97	1.05	0.91	0.98
Akr1b1	1.07	1.06	0.96	0.17	0.82	0.88	1	1.35
Psmd8	0.92	1.06	0.93	-0.19	1.03	0.9	0.91	0.88
Lnpk	1.02	1.06	1.01	-0.24	1.01	1.16	0.92	0.98
Hdac2	0.92	1.06	0.87	-0.14	1	1.07	0.82	0.94
Rhoa	1.16	0.97	1.16	0.25	1.02	0.96	1.38	1.02
Etl4	0.99	1.06	0.98	-0.14	1.04	0.97	0.86	1.01
Dnaja1	1.09	0.97	0.98	-0.07	0.93	1	1.22	1.03
Rpl13a	0.96	1.06	1.01	-0.05	1.03	0.99	0.97	1
G3bp2	0.93	0.97	0.99	-0.07	1.01	0.88	1.03	1
Aldh6a1	1.1	1.06	1.03	0.21	0.85	0.92	0.85	1.19
Mypn	0.99	1.06	1.04	-0.08	1.05	1.01	1.03	0.98
Phb	1.17	0.97	1.13	0.04	0.93	0.99	1.24	1.14
Tma7	1.01	0.97	0.79	-0.06	0.94	1.09	0.83	1.06
Nup160	0.94	1.06	0.94	0.04	0.97	1.06	0.96	1.19
Rpl21	0.97	1.06	1.01	-0.14	1.06	1	1	0.98
Mic13	0.98	0.97	1.25	0.15	1.02	0.94	1.2	0.97
Acsl1	1.12	0.97	0.93	0	0.99	0.85	1.13	1.01
Atp2b1	1.1	1.06	1.01	-0.06	1.01	0.97	1	1.03
Actr1b	0.94	1.06	1.02	-0.1	1.09	1.02	1.09	0.95
Psmb2	0.97	0.97	1.05	-0.16	1.12	1.05	1.19	0.9
Nmt1	1	0.97	0.96	-0.06	1	0.99	0.94	0.98
Nploc4	1	1.06	1.07	0.05	1.04	1.03	1.01	0.99
Ltbp1	1.18	1.06	1.15	0.37	0.85	1.12	1.09	1.19
